ID	Value1	Value2	Value3	OrderField	Active
411	Gewone vleugeltjesbloem	Polygala vulgaris L.	NA	NA	1
412	Gewone vogelmelk	Ornithogalum umbellatum L.	NA	NA	1
413	Gewone waterbies	Eleocharis palustris (L.) Roem. et Schul	NA	NA	1
414	Gewone waternavel	Hydrocotyle vulgaris L.	NA	NA	1
415	Gewone zoutmelde	Halimione portulacoides (L.) Aell.	NA	NA	1
416	Gewoon barbarakruid	Barbarea vulgaris R. Brown	NA	NA	1
417	Gewoon biggekruid	Hypochoeris radicata L.	NA	NA	1
418	Gewoon duizendblad	Achillea millefolium L.	NA	NA	1
419	Gewoon handjesgras	Cynodon dactylon (L.) Pers.	NA	NA	1
420	Gewoon herderstasje	Capsella bursa-pastoris (L.) Med.	NA	NA	1
421	Gewoon kweldergras	Puccinellia maritima (Huds.) Parl.	NA	NA	1
422	Gewoon langbaardgras	Vulpia myuros (L.) C.C. Gmel.	NA	NA	1
423	Gewoon reukgras	Anthoxanthum odoratum L.	NA	NA	1
424	Gewoon robertskruid	Geranium robertianum L.	NA	NA	1
425	Gewoon sneeuwklokje	Galanthus nivalis L.	NA	NA	1
426	Gewoon sterrenkroos	Callitriche platycarpa Ktz.	NA	NA	1
427	Gewoon struisgras	Agrostis capillaris L.	NA	NA	1
428	Gewoon struisriet	Calamagrostis epigejos (L.) Roth	NA	NA	1
429	Gewoon timoteegras	Phleum pratense L.	NA	NA	1
430	Gewoon vingerhoedskruid	Digitalis purpurea L.	NA	NA	1
431	Gewoon wilgenroosje	Epilobium angustifolium L.	NA	NA	1
432	Gipskruid	Gypsophila muralis L.	NA	NA	1
433	Glad biggekruid	Hypochoeris glabra L.	NA	NA	1
434	Glad parelzaad	Lithospermum officinale L.	NA	NA	1
435	Glad vingergras	Digitaria ischaemum (Schreb. ex Schweigg	NA	NA	1
436	Glad walstro	Galium mollugo L.	NA	NA	1
437	Gladde ereprijs	Veronica polita Fries	NA	NA	1
438	Gladde iep	Ulmus minor Mill.	NA	NA	1
439	Gladde witbol	Holcus mollis L.	NA	NA	1
440	Glansbesnachtschade	Solanum physalifolium Rusby	NA	NA	1
441	Glanshaver	Arrhenatherum elatius (L.) Beauv. ex J.	NA	NA	1
442	Glanzend kruiskruid	Senecio squalidus L.	NA	NA	1
443	Glanzig fonteinkruid	Potamogeton lucens L.	NA	NA	1
444	Goudgele honingklaver	Melilotus altissimus Thuill.	NA	NA	1
445	Goudhaver	Trisetum flavescens (L.) Beauv.	NA	NA	1
446	Goudzuring	Rumex maritimus L.	NA	NA	1
447	Gras species	Gras species	NA	NA	1
448	Grasklokje	Campanula rotundifolia L.	NA	NA	1
449	Graslathyrus	Lathyrus nissolia L.	NA	NA	1
450	Grasmuur	Stellaria graminea L.	NA	NA	1
451	Grauwe abeel	Populus canescens	NA	NA	1
452	Grauwe els	Alnus incana (L.) Moench	NA	NA	1
453	Grauwe wilg	Salix 'cinerea' groep	NA	NA	1
454	Greppelrus	Juncus bufonius L.	NA	NA	1
455	Grijskruid	Berteroa incana (L.) DC.	NA	NA	1
456	Grijze mosterd	Hirschfeldia incana (L.) LagrŠze-Fossat	NA	NA	1
457	Groene amarant	Amaranthus hybridus L.	NA	NA	1
458	Groene munt	Mentha spicata L.	NA	NA	1
459	Groene naaldaar	Setaria viridis (L.) Beauv.	NA	NA	1
460	Groene nachtorchis	Coeloglossum viride (L.) Hartm.	NA	NA	1
461	Groene wespeorchis	Epipactis phyllanthes G.E. Smith	NA	NA	1
462	Groenknolorchis	Liparis loeselii (L.) L.C.M. Rich.	NA	NA	1
463	Grof hoornblad	Ceratophyllum demersum L.	NA	NA	1
464	Grondster	Illecebrum verticillatum L.	NA	NA	1
465	Groot blaasjeskruid	Utricularia vulgaris L.	NA	NA	1
466	Groot bronkruid	Montia fontana L.	NA	NA	1
467	Groot glaskruid	Parietaria officinalis L.	NA	NA	1
468	Groot heksenkruid	Circaea lutetiana L.	NA	NA	1
469	Groot hoefblad	Petasites hybridus (L.) Gaertn., B. Mey.	NA	NA	1
470	Groot kaasjeskruid	Malva sylvestris L.	NA	NA	1
471	Groot koeienoog	Telekia speciosa (Schreb.) Baumg.	NA	NA	1
472	Groot moerasscherm	Apium nodiflorum (L.) Lag.	NA	NA	1
473	Groot nimfkruid	Najas marina L.	NA	NA	1
474	Groot spiegelklokje	Legousia speculum-veneris (L.) Chaix	NA	NA	1
475	Groot springzaad	Impatiens noli-tangere L.	NA	NA	1
476	Groot streepzaad	Crepis biennis L.	NA	NA	1
477	Groot warkruid	Cuscuta europaea L.	NA	NA	1
478	Grote bevernel	Pimpinella major (L.) Huds.	NA	NA	1
479	Grote bosaaardbei	Fragaria moschata Weston	NA	NA	1
480	Grote boterbloem	Ranunculus lingua L.	NA	NA	1
481	Grote brandnetel	Urtica dioica L.	NA	NA	1
482	Grote bremraap	Orobanche rapum-genistae Thuill.	NA	NA	1
483	Grote centaurie	Centaurea scabiosa L.	NA	NA	1
484	Grote egelskop	Sparganium erectum L.	NA	NA	1
485	Grote engelwortel	Angelica archangelica L.	NA	NA	1
486	Grote ereprijs	Veronica persica Poiret	NA	NA	1
487	Grote kaardenbol	Dipsacus fullonum L.	NA	NA	1
488	Grote kattenstaart	Lythrum salicaria L.	NA	NA	1
489	Grote keverorchis	Listera ovata (L.) R. Brown	NA	NA	1
490	Grote klaproos	Papaver rhoeas L.	NA	NA	1
491	Grote klit	Arctium lappa L.	NA	NA	1
492	Grote kroosvaren	Azolla filiculoides Lam.	NA	NA	1
493	Grote leeuwenbek	Antirrhinum majus L.	NA	NA	1
494	Grote leeuwenklauw	Aphanes arvensis L.	NA	NA	1
495	Grote lisdodde	Typha latifolia L.	NA	NA	1
496	Grote maagdenpalm	Vinca major L.	NA	NA	1
497	Grote muggeorchis	Gymnadenia conopsea (L.) R. Brown	NA	NA	1
498	Grote muur	Stellaria holostea L.	NA	NA	1
499	Grote pimpernel	Sanguisorba officinalis L.	NA	NA	1
500	Grote ratelaar	Rhinanthus angustifolius C.C. Gmel.	NA	NA	1
501	Grote stekelnoot	Xanthium orientale L.	NA	NA	1
502	Grote teunisbloem	Oenothera glazioviana Micheli	NA	NA	1
503	Grote tijm	Thymus pulegioides L.	NA	NA	1
504	Grote veldbies	Luzula sylvatica (Huds.) Gaudin	NA	NA	1
505	Grote vossenstaart	Alopecurus pratensis L.	NA	NA	1
506	Grote watereppe	Sium latifolium L.	NA	NA	1
507	Grote waternavel	Hydrocotyle ranunculoides L. f.	NA	NA	1
508	Grote waterranonkel	Ranunculus peltatus Schrank	NA	NA	1
509	Grote waterweegbree	Alisma plantago-aquatica L.	NA	NA	1
510	Grote wederik	Lysimachia vulgaris L.	NA	NA	1
511	Grote weegbree	Plantago major L.	NA	NA	1
512	Grote windhalm	Apera spica-venti (L.) Beauv.	NA	NA	1
513	Grote wolfsklauw	Lycopodium clavatum L.	NA	NA	1
514	Grote zandkool	Diplotaxis tenuifolia (L.) DC.	NA	NA	1
515	Grove den	Pinus sylvestris L.	NA	NA	1
516	Grove varkenskers	Coronopus squamatus (Forssk.) Aschers.	NA	NA	1
517	Gulden boterbloem	Ranunculus auricomus L.	NA	NA	1
518	Gulden sleutelbloem	Primula veris L.	NA	NA	1
519	Haagbeuk	Carpinus betulus L.	NA	NA	1
520	Haagwinde	Calystegia sepium (L.) R. Brown	NA	NA	1
521	Haaksterrenkroos	Callitriche hamulata Ktz. ex Koch	NA	NA	1
522	Haarfonteinkruid	Potamogeton trichoides Cham. et Schlecht	NA	NA	1
523	Handjesereprijs	Veronica triphyllos L.	NA	NA	1
524	Hanenpoot	Echinochloa crus-galli (L.) Beauv.	NA	NA	1
525	Hangende zegge	Carex pendula Huds.	NA	NA	1
526	Harig knopkruid	Galinsoga quadriradiata Ruiz et Pav.	NA	NA	1
527	Harig vingergras	Digitaria sanguinalis (L.) Scop.	NA	NA	1
528	Harig wilgenroosje	Epilobium hirsutum L.	NA	NA	1
529	Harige ratelaar	Rhinanthus alectorolophus (Scop.) Pollic	NA	NA	1
530	Harlekijn	Orchis morio L.	NA	NA	1
531	Hartgespan	Leonurus cardiaca L.	NA	NA	1
532	Hazelaar	Corylus avellana L.	NA	NA	1
533	Hazenpootje	Trifolium arvense L.	NA	NA	1
534	Hazezegge	Carex ovalis Good.	NA	NA	1
535	Heelbeen	Holosteum umbellatum L.	NA	NA	1
536	Heelblaadjes	Pulicaria dysenterica (L.) Bernh.	NA	NA	1
537	Heelkruid	Sanicula europaea L.	NA	NA	1
538	Heen	Scirpus maritimus L.	NA	NA	1
539	Heermoes	Equisetum arvense L.	NA	NA	1
540	Heesterganzerik	Potentilla fruticosa L.	NA	NA	1
541	Heggendoornzaad	Torilis japonica (Houtt.) DC.	NA	NA	1
542	Heggenduizendknoop	Fallopia dumetorum (L.) Holub	NA	NA	1
543	Heggenrank	Bryonia dioica Jacq.	NA	NA	1
544	Heggenwikke	Vicia sepium L.	NA	NA	1
545	Heidekartelblad	Pedicularis sylvatica L.	NA	NA	1
546	Heidespurrie	Spergula morisonii Boreau	NA	NA	1
547	Heksenmelk	Euphorbia esula L.	NA	NA	1
548	Helm	Ammophila arenaria (L.) Link	NA	NA	1
549	Hemelboom	Aillanthus altissima (Mill.) Swingle	NA	NA	1
550	Hemelsleutel	Sedum telephium L.	NA	NA	1
551	Hengel	Melampyrum pratense L.	NA	NA	1
552	Hennegras	Calamagrostis canescens (Weber) Roth	NA	NA	1
553	Hennepnetel species	Galeopsis species	NA	NA	1
554	Hennepvreter	Orobanche ramosa L.	NA	NA	1
555	Herfstadonis	Adonis annua L.	NA	NA	1
556	Herfstalsem	Artemisia verlotiorum Lamotte	NA	NA	1
557	Herfstschroeforchis	Spiranthes spiralis (L.) Chevall.	NA	NA	1
558	Herfsttijloos	Colchicum autumnale L.	NA	NA	1
559	Herik	Sinapis arvensis L.	NA	NA	1
560	Hertshoornweegbree	Plantago coronopus L.	NA	NA	1
561	Hertsmunt	Mentha longifolia L.	NA	NA	1
562	Hoenderbeet	Lamium amplexicaule L.	NA	NA	1
563	Hoge cyperzegge	Carex pseudocyperus L.	NA	NA	1
564	Hoge fijnstraal	Conyza sumatrensis (Retz.) E. Walker	NA	NA	1
565	Hokjespeul	Astragalus glycyphyllos L.	NA	NA	1
566	Holpijp	Equisetum fluviatile L.	NA	NA	1
567	Hommelorchis	Ophrys fuciflora (F.W. Schmidt) Moench	NA	NA	1
568	Hondsdraf	Glechoma hederacea L.	NA	NA	1
569	Hondskruid	Anacamptis pyramidalis (L.) L.C.M. Rich.	NA	NA	1
570	Hondspeterselie	Aethusa cynapium L.	NA	NA	1
571	Hondsroos	Rosa 'canina' groep	NA	NA	1
572	Hondstarwegras	Elymus caninus (L.) L.	NA	NA	1
573	Hondsviooltje	Viola canina L.	NA	NA	1
574	Hongaars havikskruid	Hieracium bauhinii Schult. ex Besser	NA	NA	1
575	Hongaarse raket	Sisymbrium altissimum L.	NA	NA	1
576	Honingorchis	Herminium monorchis (L.) R. Brown	NA	NA	1
577	Hoog struisgras	Agrostis gigantea Roth	NA	NA	1
578	Hop	Humulus lupulus L.	NA	NA	1
579	Hopboom	Ptelea trifoliata L.	NA	NA	1
580	Hopklaver	Medicago lupulina L.	NA	NA	1
581	Hulst	Ilex aquifolium L.	NA	NA	1
582	Hyssop	Hyssopus officinalis L.	NA	NA	1
583	IJle dravik	Bromus sterilis L.	NA	NA	1
584	IJle zegge	Carex remota Jusl. ex L.	NA	NA	1
585	Ijzerhard	Verbena officinalis L.	NA	NA	1
586	Ingesneden dovenetel	Lamium hybridum Vill.	NA	NA	1
587	Italiaans raaigras	Lolium multiflorum Lam.	NA	NA	1
588	Italiaanse aronskelk	Arum italicum Mill.	NA	NA	1
589	Jakobskruiskruid	Senecio jacobaea L.	NA	NA	1
590	Japanse duizendknoop	Fallopia japonica (Houtt.) Ronse Decraen	NA	NA	1
591	Japanse lork	Lariks kaempferi	NA	NA	1
592	Jeneverbes	Juniperus communis L.	NA	NA	1
593	Kaal breukkruid	Herniaria glabra L.	NA	NA	1
594	Kaal knopkruid	Galinsoga parviflora Cav.	NA	NA	1
595	Kale gierst	Panicum dichotomiflorum Michaux	NA	NA	1
596	Kale jonker	Cirsium palustre (Huds.) Druce	NA	NA	1
597	Kale vrouwenmantel	Alchemilla glabra Neygenf.	NA	NA	1
598	Kalkbedstro	Asperula cynanchica L.	NA	NA	1
599	Kalketrip	Centaurea calcitrapa L.	NA	NA	1
600	Kalkwalstro	Galium pumilum Murray	NA	NA	1
601	Kalmia angustifolia L.	Kalmia angustifolia L.	NA	NA	1
602	Kalmoes	Acorus calamus L.	NA	NA	1
603	Kamvaren	Dryopteris cristata (L.) A. Gray	NA	NA	1
604	Kandelaartje	Saxifraga tridactylites L.	NA	NA	1
605	Kantig hertshooi	Hypericum dubium Leers	NA	NA	1
606	Kantige basterdwederik	Epilobium tetragonum L.	NA	NA	1
607	Karwijselie	Selinum carvifolia (L.) L.	NA	NA	1
608	Karwijvarkenskervel	Peucedanum carvifolia Vill.	NA	NA	1
609	Kattedoorn	Ononis spinosa L.	NA	NA	1
610	Katwilg	Salix viminalis L.	NA	NA	1
611	Kegelsilene	Silene conica L.	NA	NA	1
612	Kerspruim	Prunus cerasifera Ehrh.	NA	NA	1
613	Kievitsbloem	Fritillaria meleagris L.	NA	NA	1
614	Kikkerbeet	Hydrocharis morsus-ranae L.	NA	NA	1
615	Klavervreter	Orobanche minor Smith	NA	NA	1
616	Kleefkruid	Galium aparine L.	NA	NA	1
617	Klein blaasjeskruid	Utricularia minor L.	NA	NA	1
618	Klein bronkruid	Montia minor C.C. Gmel.	NA	NA	1
619	Klein fonteinkruid	Potamogeton berchtoldii Fieb.	NA	NA	1
620	Klein glaskroos	Elatine hydropiper L.	NA	NA	1
621	Klein glaskruid	Parietaria judaica L.	NA	NA	1
622	Klein glidkruid	Scutellaria minor Huds.	NA	NA	1
623	Klein hoefblad	Tussilago farfara L.	NA	NA	1
624	Klein kaasjeskruid	Malva neglecta Wallr.	NA	NA	1
625	Klein kroos	Lemna minor L.	NA	NA	1
626	Klein kruiskruid	Senecio vulgaris L.	NA	NA	1
627	Klein liefdegras	Eragrostis minor Host	NA	NA	1
628	Klein nimfkruid	Najas minor All.	NA	NA	1
629	Klein robertskruid	Geranium purpureum Vill.	NA	NA	1
630	Klein slijkgras	Spartina maritima (Curt.) Fernald	NA	NA	1
631	Klein spiegelklokje	Legousia hybrida (L.) Delarbre	NA	NA	1
632	Klein springzaad	Impatiens parviflora DC.	NA	NA	1
633	Klein sterrenkroos	Callitriche palustris L.	NA	NA	1
634	Klein streepzaad	Crepis capillaris (L.) Wallr.	NA	NA	1
635	Klein tasjeskruid	Teesdalia nudicaulis (L.) R. Brown	NA	NA	1
636	Klein timoteegras	Phleum bertolonii DC.	NA	NA	1
637	Klein vlooiekruid	Pulicaria vulgaris Gaertn.	NA	NA	1
638	Klein vogelpootje	Ornithopus perpusillus L.	NA	NA	1
639	Klein warkruid	Cuscuta epithymum (L.) L.	NA	NA	1
640	Klein wintergroen	Pyrola minor L.	NA	NA	1
641	Klein zeegras	Zostera noltii Hornem.	NA	NA	1
642	Kleine bevernel	Pimpinella saxifraga L.	NA	NA	1
643	Kleine biesvaren	Isoetes echinospora Durieu	NA	NA	1
644	Kleine brandnetel	Urtica urens L.	NA	NA	1
645	Kleine duizendknoop	Polygonum minus Huds.	NA	NA	1
646	Kleine egelskop	Sparganium emersum Rehm.	NA	NA	1
647	Kleine kaardenbol	Dipsacus pilosus L.	NA	NA	1
648	Kleine klaver	Trifolium dubium Sibth.	NA	NA	1
649	Kleine klit	Arctium minus (Hill) Bernh.	NA	NA	1
650	Kleine leeuwenbek	Chaenorrhinum minus (L.) Lange	NA	NA	1
651	Kleine leeuwenklauw	Aphanes inexspectata W. Lippert	NA	NA	1
652	Kleine leeuwentand	Leontodon saxatilis Lam.	NA	NA	1
653	Kleine lisdodde	Typha angustifolia L.	NA	NA	1
654	Kleine maagdenpalm	Vinca minor L.	NA	NA	1
655	Kleine maanvaren	Botrychium simplex Hitchc.	NA	NA	1
656	Kleine majer	Amaranthus blitum L.	NA	NA	1
657	Kleine ooievaarsbek	Geranium pusillum L.	NA	NA	1
658	Kleine pimpernel	Sanguisorba minor Scop.	NA	NA	1
659	Kleine ratelaar	Rhinanthus minor L.	NA	NA	1
660	Kleine roos	Rosa micrantha Borrer ex Smith	NA	NA	1
661	Kleine ruit	Thalictrum minus L.	NA	NA	1
662	Kleine rupsklaver	Medicago minima (L.) L.	NA	NA	1
663	Kleine schorseneer	Scorzonera humilis L.	NA	NA	1
664	Kleine steentijm	Acinos arvensis (Lam.) Dandy	NA	NA	1
665	Kleine teunisbloem	Oenothera parviflora L.	NA	NA	1
666	Kleine valeriaan	Valeriana dioica L.	NA	NA	1
667	Kleine varkenskers	Coronopus didymus (L.) Smith	NA	NA	1
668	Kleine veenbes	Vaccinium oxycoccos L.	NA	NA	1
669	Kleine veldkers	Cardamine hirsuta L.	NA	NA	1
670	Kleine watereppe	Berula erecta (Huds.) Coville	NA	NA	1
671	Kleine waterranonkel	Ranunculus trichophyllus Chaix	NA	NA	1
672	Kleine wolfsklauw	Diphasiastrum tristachyum (Pursh) Holub	NA	NA	1
673	Kleine wolfsmelk	Euphorbia exigua L.	NA	NA	1
674	Kleine zandkool	Diplotaxis muralis (L.) DC.	NA	NA	1
675	Kleine zonnedauw	Drosera intermedia Hayne	NA	NA	1
676	Kleinste egelskop	Sparganium natans L.	NA	NA	1
677	Kleverig kruiskruid	Senecio viscosus L.	NA	NA	1
678	Kleverige ogentroost	Parentucellia viscosa (L.) Caruel	NA	NA	1
679	Kleverige reigersbek	Erodium lebelii Jord.	NA	NA	1
680	Klimop	Hedera helix L.	NA	NA	1
681	Klimopbremraap	Orobanche hederae Duby	NA	NA	1
682	Klimopereprijs	Veronica hederifolia L.	NA	NA	1
683	Klimopklokje	Wahlenbergia hederacea (L.) Reichenb.	NA	NA	1
684	Klimopwaterranonkel	Ranunculus hederaceus L.	NA	NA	1
685	Klokjesgentiaan	Gentiana pneumonanthe L.	NA	NA	1
686	Kluwenhoornbloem	Cerastium glomeratum Thuill.	NA	NA	1
687	Kluwenzuring	Rumex conglomeratus Murray	NA	NA	1
688	Knikkend nagelkruid	Geum rivale L.	NA	NA	1
689	Knikkend tandzaad	Bidens cernua L.	NA	NA	1
690	Knikkende distel	Carduus nutans L.	NA	NA	1
691	Knolbeemdgras	Poa bulbosa L.	NA	NA	1
692	Knolboterbloem	Ranunculus bulbosus L.	NA	NA	1
693	Knolcyperus	Cyperus esculentus L.	NA	NA	1
694	Knollathyrus	Lathyrus linifolius (Reichard) B„ssler	NA	NA	1
695	Knolrus	Juncus bulbosus L.	NA	NA	1
696	Knolsteenbreek	Saxifraga granulata L.	NA	NA	1
697	Knolvossenstaart	Alopecurus bulbosus Gouan	NA	NA	1
698	Knoopkruid	Centaurea L. subgenus Jacea	NA	NA	1
699	Knopbies	Schoenus nigricans L.	NA	NA	1
700	Knopherik	Raphanus raphanistrum L.	NA	NA	1
701	Knopig doornzaad	Torilis nodosa (L.) Gaertn.	NA	NA	1
702	Knopig helmkruid	Scrophularia nodosa L.	NA	NA	1
703	Koekruid	Vaccaria hispanica (Mill.) Rauschert	NA	NA	1
704	Kogelbies	Scirpus holoschoenus L.	NA	NA	1
705	Kokardebloem	Gaillardia x grandiflora Van Houtte	NA	NA	1
706	Kompassla	Lactuca serriola L.	NA	NA	1
707	Koninginnenkruid	Eupatorium cannabinum L.	NA	NA	1
708	Koningskaars	Verbascum thapsus L.	NA	NA	1
709	Koningsvaren	Osmunda regalis L.	NA	NA	1
710	Koprus	Juncus capitatus Weigel	NA	NA	1
711	Koraalmeidoorn	Crataegus rhipidophylla Gandoger	NA	NA	1
712	Korenbloem	Centaurea cyanus L.	NA	NA	1
713	Korenschijnspurrie	Delia segetalis (L.) Dum.	NA	NA	1
714	Korensla	Arnoseris minima (L.) Schweigg. et K”rte	NA	NA	1
715	Korrelganzenvoet	Chenopodium polyspermum L.	NA	NA	1
716	Kraagroos	Rosa agrestis Savi	NA	NA	1
717	Kraailook	Allium vineale L.	NA	NA	1
718	Kraakwilg	Salix 'fragilis' groep	NA	NA	1
719	Krabbescheer	Stratiotes aloides L.	NA	NA	1
720	Kranskarwij	Carum verticillatum (L.) Koch	NA	NA	1
721	Kransmuur	Polycarpon tetraphyllum (L.) L.	NA	NA	1
722	Kransnaaldaar	Setaria verticillata (L.) Beauv.	NA	NA	1
723	Kranssalie	Salvia verticillata L.	NA	NA	1
724	Kransvederkruid	Myriophyllum verticillatum L.	NA	NA	1
725	Kromhals	Anchusa arvensis (L.) Bieb.	NA	NA	1
726	Kroontjeskruid	Euphorbia helioscopia L.	NA	NA	1
727	Kruidvlier	Sambucus ebulus L.	NA	NA	1
728	Kruipbrem	Genista pilosa L.	NA	NA	1
729	Kruipend moerasscherm	Apium repens (Jacq.) Lag.	NA	NA	1
730	Kruipend stalkruid	Ononis repens L.	NA	NA	1
731	Kruipend zenegroen	Ajuga reptans L.	NA	NA	1
732	Kruipende boterbloem	Ranunculus repens L.	NA	NA	1
733	Kruipertje	Hordeum murinum L.	NA	NA	1
734	Kruipganzerik	Potentilla anglica Laichard.	NA	NA	1
735	Kruipwilg	Salix repens L.	NA	NA	1
736	Kruisbes	Ribes uva-crispa L.	NA	NA	1
737	Kruisbladige wolfsmelk	Euphorbia lathyrus L.	NA	NA	1
738	Kruisbladwalstro	Cruciata laevipes Opiz	NA	NA	1
739	Kruismuur	Moenchia erecta (L.) Gaertn., B. Mey. et	NA	NA	1
740	Kruldistel	Carduus crispus L.	NA	NA	1
741	Krulzuring	Rumex crispus L.	NA	NA	1
742	Kuifhyacint	Muscari comosum (L.) Mill.	NA	NA	1
743	Kuifvleugeltjesbloem	Polygala comosa Schkuhr	NA	NA	1
744	Kustmelde	Atriplex glabriuscula Edmondst.	NA	NA	1
745	Kweek	Elymus repens (L.) Gould.	NA	NA	1
746	Kweekdravik	Bromus inermis Leyss.	NA	NA	1
747	Kwelderzegge	Carex extensa Good.	NA	NA	1
748	Kwispelgerst	Hordeum jubatum L.	NA	NA	1
749	Laksteeltje	Catapodium marinum (L.) C.E. Hubbard	NA	NA	1
750	Lamsoor	Limonium vulgare Mill.	NA	NA	1
751	Lancetbladige basterdwederik	Epilobium lanceolatum Seb. et Mauri	NA	NA	1
752	Lange ereprijs	Veronica longifolia L.	NA	NA	1
753	Lange zonnedauw	Drosera longifolia L.	NA	NA	1
754	Langgenaald langbaardgras	Vulpia membranacea (L.) Dum.	NA	NA	1
755	Langstengelig fonteinkruid	Potamogeton praelongus Wulfen	NA	NA	1
756	Late guldenroede	Solidago gigantea Ait.	NA	NA	1
757	Lathyruswikke	Vicia lathyroides L.	NA	NA	1
758	Laurierwilg	Salix pentandra L.	NA	NA	1
759	Lavendelhei	Andromeda polifolia L.	NA	NA	1
760	Lelietje-van-dalen	Convallaria majalis L.	NA	NA	1
761	Lenteklokje	Leucojum vernum L.	NA	NA	1
762	Lepidium heterophyllum Benth.	Lepidium heterophyllum Benth.	NA	NA	1
763	Lidrus	Equisetum palustre L.	NA	NA	1
764	Lidsteng	Hippuris vulgaris L.	NA	NA	1
765	Liesgras	Glyceria maxima (Hartm.) Holmberg	NA	NA	1
766	Lievevrouwebedstro	Galium odoratum (L.) Scop.	NA	NA	1
767	Liggend bergvlas	Thesium humifusum DC.	NA	NA	1
768	Liggend hertshooi	Hypericum humifusum L.	NA	NA	1
769	Liggend walstro	Galium saxatile L.	NA	NA	1
770	Liggende ganzerik	Potentilla supina L.	NA	NA	1
771	Liggende klaver	Trifolium campestre Schreb.	NA	NA	1
772	Liggende leeuwenbek	Linaria supina (L.) Chazelles	NA	NA	1
773	Liggende majer	Amaranthus deflexus L.	NA	NA	1
774	Liggende vetmuur	Sagina procumbens L.	NA	NA	1
775	Liggende vleugeltjesbloem	Polygala serpyllifolia Hose	NA	NA	1
776	Lijsterbes (Wilde)	Sorbus aucuparia L.	NA	NA	1
777	Lonicera nitida Wils.	Lonicera nitida Wils.	NA	NA	1
778	Loogkruid	Salsola kali L.	NA	NA	1
779	Look-zonder-look	Alliaria petiolata (Bieb.) Cavara et Gra	NA	NA	1
780	Loos blaasjeskruid	Utricularia australis R. Brown	NA	NA	1
781	Lork species	Lariks species	NA	NA	1
782	Luzerne	Medicago sativa L.	NA	NA	1
783	Maarts viooltje	Viola odorata L.	NA	NA	1
784	Madelieffiijnstraal	Erigeron annuus (L.) Desf.	NA	NA	1
785	Madeliefje	Bellis perennis L.	NA	NA	1
786	Mahonia	Mahonia aquifolium (Pursh) Nutt.	NA	NA	1
787	Malrove	Marrubium vulgare L.	NA	NA	1
788	Mannagras	Glyceria fluitans (L.) R. Brown	NA	NA	1
789	Mannetjesereprijs	Veronica officinalis L.	NA	NA	1
790	Mannetjesorchis	Orchis mascula (L.) L.	NA	NA	1
791	Mannetjesvaren	Dryopteris filix-mas (L.) Schott	NA	NA	1
792	Mantelanjer	Petrorhagia prolifera (L.) P.W. Ball et	NA	NA	1
793	Maretak	Viscum album L.	NA	NA	1
794	Margriet	Leucanthemum vulgare Lam.	NA	NA	1
795	Mattenbies	Scirpus lacustris L.	NA	NA	1
796	Meidoorn species	Crataegus species	NA	NA	1
797	Melganzenvoet	Chenopodium album L.	NA	NA	1
798	Melige toorts	Verbascum lychnitis L.	NA	NA	1
799	Melkeppe	Peucedanum palustre (L.) Moench	NA	NA	1
800	Melkkruid	Glaux maritima L.	NA	NA	1
801	Melkviooltje	Viola lactea Smith	NA	NA	1
802	Middelste ganzerik	Potentilla intermedia L.	NA	NA	1
803	Middelste klit	Arctium pubens Bab.	NA	NA	1
804	Middelste teunisbloem	Oenothera biennis L.	NA	NA	1
805	Mierikswortel	Armoracia rusticana Gaertn., B. Mey. et	NA	NA	1
806	Mispel	Mespilus germanica L.	NA	NA	1
807	Moederkruid	Tanacetum parthenium (L.) Schultz-Bip.	NA	NA	1
808	Moerasandijvie	Senecio congestus (R. Brown) DC.	NA	NA	1
809	Moerasandoorn	Stachys palustris L.	NA	NA	1
810	Moerasbasterdwederik	Epilobium palustre L.	NA	NA	1
811	Moerasbeemdgras	Poa palustris L.	NA	NA	1
812	Moerasdroogbloem	Gnaphalium uliginosum L.	NA	NA	1
813	Moeraseik	Quercus palustris L.	NA	NA	1
814	Moerasgamander	Teucrium scordium L.	NA	NA	1
815	Moerashertshooi	Hypericum elodes L.	NA	NA	1
816	Moeraskartelblad	Pedicularis palustris L.	NA	NA	1
817	Moeraskers	Rorippa palustris (L.) Besser	NA	NA	1
818	Moeraskruiskruid	Senecio paludosus L.	NA	NA	1
819	Moeraslathyrus	Lathyrus palustris L.	NA	NA	1
820	Moerasmelkdistel	Sonchus palustris L.	NA	NA	1
821	Moerasmuur	Stellaria alsine Grimm	NA	NA	1
822	Moerasooievaarsbek	Geranium palustre L.	NA	NA	1
823	Moerasorchis	Orchis palustris Jacq.	NA	NA	1
824	Moeraspaardebloem	Taraxacum Wiggers sectie Palustria (Lind	NA	NA	1
825	Moerasrolklaver	Lotus pedunculatus Cav.	NA	NA	1
826	Moerassmele	Deschampsia setacea (Huds.) Hack.	NA	NA	1
827	Moerasspirea	Filipendula ulmaria (L.) Maxim.	NA	NA	1
828	Moerasstreepzaad	Crepis paludosa (L.) Moench	NA	NA	1
829	Moerasstruisgras	Agrostis canina L.	NA	NA	1
830	Moerasvaren	Thelypteris palustris Schott	NA	NA	1
831	Moerasvergeet-mij-nietje	Myosotis scorpioides L.	NA	NA	1
832	Moerasviooltje	Viola palustris L.	NA	NA	1
833	Moeraswalstro	Galium palustre L.	NA	NA	1
