plottype,plot_id,year,period,height_class,species,subplot_id,rubbing_damage_perc,approx_nr_regeneration_ha,mean_number_of_regeneration_ha,lci_number_of_regeneration_ha,uci_number_of_regeneration_ha
CA,21000,2009,1,2000,7,2,,300,316.2277660247436,200.00000000999995,499.9999999999999
CA,21000,2009,1,2000,16,2,,3000,2898.275349244788,2100.0000000100003,3999.9999999999977
CA,21000,2009,1,1000,7,3,,800,774.5966692479383,600.0000000099998,1000.0000000000001
CA,21000,2009,1,1000,16,3,,10100,31780.497164157146,10100.000000010004,99999.99999999997
CA,21000,2009,1,1000,27,3,,100,100.000000005,100,100.00000001
CA,21000,2009,1,1000,87,3,,300,316.2277660247436,200.00000000999995,499.9999999999999
CA,21000,2009,1,2000,7,3,,100,100.000000005,100,100.00000001
CA,21000,2009,1,2000,16,3,,800,774.5966692479383,600.0000000099998,1000.0000000000001
CP,2006,2011,2,1000,7,1,,10610.32953945969,10610.329539477374,10610.329539459692,10610.329539495058
CP,2006,2011,2,2000,7,1,,6719.875374991137,6719.87537500882,6719.875374991136,6719.875375026504
CP,2006,2011,2,3000,7,1,,4686.2288799280295,4686.228879932451,4686.22887992803,4686.228879936871
CA,11000,2011,2,1000,7,155511,,200,200.000000005,200,200.00000001
CA,11000,2011,2,2000,7,155511,,300,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,2011,2,3000,7,155511,,200,200.000000005,200,200.00000001
CA,11000,2011,2,1000,7,155521,,1600,1600.000000005,1599.9999999999998,1600.0000000100001
CA,11000,2011,2,1000,87,155521,,200,200.000000005,200,200.00000001
CA,11000,2011,2,2000,7,155521,,400,400.000000005,400,400.00000001
CA,11000,2011,2,1000,7,155531,,400,400.000000005,400,400.00000001
CA,11000,2011,2,1000,87,155531,,300,300.00000000500006,300.00000000000006,300.00000001000006
CP,204,2012,2,5000,2,1,,7.957747154594767,7.957747154992654,7.957747154594767,7.957747155390541
CP,204,2012,2,5000,4,1,,7.957747154594767,7.957747154992654,7.957747154594767,7.957747155390541
CP,204,2012,2,5000,6,1,,119.3662073189215,118.03246481772756,87.53521870133822,159.1549430918953
CP,204,2012,2,5000,26,1,,7.957747154594767,7.957747154992654,7.957747154594767,7.957747155390541
CP,204,2012,2,5000,39,1,,119.3662073189215,118.03246481772756,87.53521870133822,159.1549430918953
CP,204,2012,2,5000,63,1,,63.66197723675813,61.64044440666364,47.74648292836436,79.57747154594767
CP,204,2012,2,5000,87,1,,23.8732414637843,25.164606052872628,15.915494309985304,39.78873577297382
CP,204,2012,2,6000,6,1,,7.957747154594767,7.957747154992654,7.957747154594767,7.957747155390541
CP,204,2012,2,6000,39,1,,71.6197243913529,71.6197243917508,71.61972439135292,71.61972439214868
CP,204,2012,2,6000,63,1,,55.70423008216336,55.70423008256125,55.70423008216337,55.704230082959135
CP,204,2012,2,6000,87,1,,7.957747154594767,7.957747154992654,7.957747154594767,7.957747155390541
CP,204,2012,2,7000,6,1,,23.8732414637843,23.87324146418219,23.873241463784304,23.873241464580076
CP,204,2012,2,7000,63,1,,7.957747154594767,7.957747154992654,7.957747154594767,7.957747155390541
CP,101,2013,2,1000,16,1,,50300.82152040149,49107.74687223453,38354.376409369,62876.02690050189
CP,101,2013,2,1000,64,1,,628.7602690050187,628.7602690364567,628.7602690050187,628.7602690678947
CP,101,2013,2,2000,16,1,,31438.013450250935,31185.49519673144,25779.171029268644,37725.616140301114
CP,101,2013,2,3000,7,1,,157.19006725125467,157.1900672591142,157.19006725125467,157.19006726697367
CP,101,2013,2,3000,16,1,,7859.503362562734,7796.37379918286,6444.792757317161,9431.404035075278
CP,101,2013,2,3000,31,1,,157.19006725125467,157.1900672591142,157.19006725125467,157.19006726697367
CP,101,2013,2,4000,7,1,,471.570201753764,497.0786380814347,314.38013451822826,785.9503362562732
CP,101,2013,2,4000,28,1,,471.570201753764,497.0786380814347,314.38013451822826,785.9503362562732
CP,1005,2016,2,,,1,,0,0,0,0
CA,141100,2017,2,1000,87,1,,100,100.000000005,100,100.00000001
CA,141100,2017,2,1000,89,1,,3000,2898.275349244788,2100.0000000100003,3999.9999999999977
CA,141100,2017,2,2000,89,1,,100,100.000000005,100,100.00000001
CA,141100,2017,2,3000,14,1,,200,200.000000005,200,200.00000001
CA,141100,2017,2,3000,28,1,,200,200.000000005,200,200.00000001
CA,141100,2017,2,4000,14,1,,200,200.000000005,200,200.00000001
CA,141100,2017,2,4000,39,1,,100,100.000000005,100,100.00000001
CA,141100,2017,2,1000,39,2,,300,316.2277660247436,200.00000000999995,499.9999999999999
CA,141100,2017,2,1000,89,2,,10100,31780.497164157146,10100.000000010004,99999.99999999997
CA,141100,2017,2,2000,39,2,,300,316.2277660247436,200.00000000999995,499.9999999999999
CA,141100,2017,2,2000,87,2,,100,100.000000005,100,100.00000001
CA,141100,2017,2,3000,71,2,,2000,2000.0000000049993,1999.9999999999989,2000.00000001
CA,141100,2017,2,4000,14,2,,200,200.000000005,200,200.00000001
CA,141100,2017,2,4000,39,2,,300,300.00000000500006,300.00000000000006,300.00000001000006
CA,141100,2017,2,4000,71,2,,1000,1000.0000000050003,1000.0000000000001,1000.0000000100001
CA,141100,2017,2,1000,20,3,,3000,2898.275349244788,2100.0000000100003,3999.9999999999977
CA,141100,2017,2,1000,39,3,,100,100.000000005,100,100.00000001
CA,141100,2017,2,1000,87,3,,100,100.000000005,100,100.00000001
CA,141100,2017,2,1000,89,3,,10100,31780.497164157146,10100.000000010004,99999.99999999997
CA,141100,2017,2,2000,20,3,,3000,2898.275349244788,2100.0000000100003,3999.9999999999977
CA,141100,2017,2,2000,39,3,,100,100.000000005,100,100.00000001
CA,141100,2017,2,2000,71,3,,3000,2898.275349244788,2100.0000000100003,3999.9999999999977
CA,141100,2017,2,3000,20,3,,3000,3000.000000005,3000.0000000000005,3000.00000001
CA,141100,2017,2,3000,39,3,,100,100.000000005,100,100.00000001
CA,141100,2017,2,3000,71,3,,3000,3000.000000005,3000.0000000000005,3000.00000001
CA,141100,2017,2,3000,87,3,,200,200.000000005,200,200.00000001
CA,141100,2017,2,4000,14,3,,100,100.000000005,100,100.00000001
CA,141100,2017,2,4000,71,3,,3000,3000.000000005,3000.0000000000005,3000.00000001
CA,21000,2019,2,1000,7,17,,5000,4959.838707060945,4100.00000001,5999.999999999998
CA,21000,2019,2,1000,16,17,,10100,31780.497164157146,10100.000000010004,99999.99999999997
CA,21000,2019,2,1000,27,17,,3000,2898.275349244788,2100.0000000100003,3999.9999999999977
CA,21000,2019,2,1000,39,17,,100,100.000000005,100,100.00000001
CA,21000,2019,2,1000,65,17,,100,100.000000005,100,100.00000001
CA,21000,2019,2,1000,87,17,,100100,316385.84039114334,100100.00000000994,1000000.0000000009
CA,21000,2019,2,1000,7,18,,5000,4959.838707060945,4100.00000001,5999.999999999998
CA,21000,2019,2,1000,16,18,,100100,316385.84039114334,100100.00000000994,1000000.0000000009
CA,21000,2019,2,1000,87,18,,100100,316385.84039114334,100100.00000000994,1000000.0000000009
CA,21000,2019,2,2000,7,18,,300,316.2277660247436,200.00000000999995,499.9999999999999
CA,21000,2019,2,1000,7,19,,5000,4959.838707060945,4100.00000001,5999.999999999998
CA,21000,2019,2,1000,9,19,,100,100.000000005,100,100.00000001
CA,21000,2019,2,1000,16,19,,100100,316385.84039114334,100100.00000000994,1000000.0000000009
CA,21000,2019,2,1000,87,19,,100100,316385.84039114334,100100.00000000994,1000000.0000000009
CA,21000,2019,2,2000,7,19,,300,316.2277660247436,200.00000000999995,499.9999999999999
CA,21000,2019,2,2000,16,19,,1500,1483.2396974258745,1100.0000000100001,1999.9999999999995
CA,21000,2019,2,3000,16,19,,100,100.000000005,100,100.00000001
CP,2006,2021,3,1000,7,1,,10610.32953945969,10250.55218385994,7427.230677657151,14147.106052612913
CP,2006,2021,3,2000,7,1,,1061.032953945969,1118.426935683228,707.3553026660136,1768.3882565766146
CP,2006,2021,3,3000,7,1,,6189.358898018152,6189.358898022574,6189.358898018155,6189.358898026994
CA,11000,2021,3,1000,7,155511,,8000,7810.249675913055,6100.000000009996,10000.000000000004
CA,11000,2021,3,2000,7,155511,,800,774.5966692479383,600.0000000099998,1000.0000000000001
CA,11000,2021,3,3000,7,155511,,700,700.000000005,700.0000000000001,700.0000000099999
CA,11000,2021,3,4000,7,155511,,300,300.00000000500006,300.00000000000006,300.00000001000006
CA,11000,2021,3,1000,7,155521,,1500,1483.2396974258745,1100.0000000100001,1999.9999999999995
CA,11000,2021,3,2000,7,155521,,3000,2898.275349244788,2100.0000000100003,3999.9999999999977
CA,11000,2021,3,3000,7,155521,,1500,1500.000000005,1500,1500.00000001
CA,11000,2021,3,4000,7,155521,,200,200.000000005,200,200.00000001
CA,11000,2021,3,1000,7,155531,,10100,31780.497164157146,10100.000000010004,99999.99999999997
CA,11000,2021,3,1000,16,155531,,800,774.5966692479383,600.0000000099998,1000.0000000000001
CA,11000,2021,3,1000,87,155531,,300,316.2277660247436,200.00000000999995,499.9999999999999
CA,11000,2021,3,2000,7,155531,,3000,2898.275349244788,2100.0000000100003,3999.9999999999977
CA,11000,2021,3,3000,7,155531,,300,300.00000000500006,300.00000000000006,300.00000001000006
