plottype,plot_id,subplot_id,period,year,number_of_tree_species,nr_of_tree_species_established,approx_nr_established_ha,approx_nr_seedlings_ha,approx_rubbing_damage_perc_established,approx_rubbing_damage_perc_seedlings,rubbing_damage_nr_established_ha,rubbing_damage_nr_seedlings_ha,mean_number_established_ha,lci_number_established_ha,uci_number_established_ha,mean_number_seedlings_ha,lci_number_seedlings_ha,uci_number_seedlings_ha,mean_rubbing_damage_perc_established,lci_rubbing_damage_perc_established,uci_rubbing_damage_perc_established,mean_rubbing_damage_perc_seedlings,lci_rubbing_damage_perc_seedlings,uci_rubbing_damage_perc_seedlings
CA,111000,78,2,2015,7,4,5100,34900,0,0,0,0,5100.000000020001,5099.999999909575,5100.000000130426,99989.10971745187,81316.51202669447,122949.47007572773,0,0,0,0,0,0
CA,111000,79,2,2015,8,2,1000,42500,10,0,100,0,1000.0000000100001,999.9999999848466,1000.0000000351539,107482.97228732513,91667.29207050125,126027.38742225322,9.999999999899998,9.99999999964846,10.000000000151534,0,0,0
CA,111000,80,2,2015,8,5,2400,38700,0,0,0,0,2400.000000025,2399.9999999870292,2400.0000000629707,103587.89510712332,86342.70138949026,124277.46456900302,0,0,0,0,0,0
CA,111000,81,2,2015,9,6,5900,37400,0,0,0,0,5900.000000029997,5899.999999955926,5900.000000104067,80495.97127928451,70610.46433877751,91765.45506211833,0,0,0,0,0,0
CA,111000,82,2,2015,9,3,4700,56000,0,0,0,0,4700.000000015,4700.000000006253,4700.000000023748,164356.49666941212,134651.87575156862,200614.0489812508,0,0,0,0,0,0
CA,111000,83,2,2015,8,5,2700,40900,0,0,0,0,2700.000000024999,2699.999999985367,2700.000000064631,83803.04899670737,67975.69137680119,103315.62473142178,0,0,0,0,0,0
CA,111000,84,2,2015,9,5,2500,43600,4,0.45871559633027525,100,200,2500.0000000299997,2499.999999993055,2500.0000000669447,86551.1997582322,74409.63804140623,100673.9231202937,3.999999999952,3.9999999998928883,4.000000000011112,0.23107709720797637,0.19866117640118497,0.26878238527206294
CA,111000,85,2,2015,7,2,300,113400,0,0,0,0,300.00000001000006,300.0000000016148,300.00000001838526,351430.7160828601,289357.29379691446,426820.235238974,0,0,0,0,0,0
CA,111000,86,2,2015,10,3,300,24100,33.333333333333336,0,100,0,300.000000015,300.00000000633975,300.00000002366033,67483.74175910706,57586.298072244754,79082.27398289382,33.33333333166666,33.333333330704406,33.33333333262891,0,0,0
CA,111000,87,2,2015,7,2,700,27100,28.571428571428573,0,200,0,700.0000000099999,700.0000000027084,700.0000000172915,70324.15824554031,58527.6226668382,84498.34467214592,28.571428571020412,28.571428570722794,28.571428571318027,0,0,0
CA,111000,88,2,2015,8,3,2400,42200,0,0,0,0,2400.0000000149994,2399.999999972788,2400.000000057211,106982.47204969382,86479.04105952093,132347.0887932961,0,0,0,0,0,0
CA,111000,89,2,2015,9,5,2300,33200,4.3478260869565215,0,100,0,2300.0000000249997,2299.9999999844094,2300.0000000655905,98215.555625185,77990.14946982214,123686.07359185016,4.347826086909263,4.347826086832532,4.347826086985994,0,0,0
CA,111000,90,2,2015,8,3,700,35500,0,0,0,0,700.0000000150002,700.0000000021021,700.0000000278981,78635.06749909984,66664.52170958903,92755.09194418411,0,0,0,0,0,0
CA,111000,91,2,2015,9,5,1800,26800,0,0,0,0,1800.0000000250004,1800.0000000020818,1800.000000047919,26270.607461502623,24720.22634289881,27918.22400099544,0,0,0,0,0,0
CA,111000,92,2,2015,7,2,1600,35300,0,0,0,0,1600.0000000100001,1599.9999999699112,1600.000000050089,78378.79946319379,66765.52115616943,92012.10593297204,0,0,0,0,0,0
CA,111000,93,2,2015,7,3,600,29100,16.666666666666668,0,100,0,600.000000015,600.0000000006385,600.0000000293614,72323.62570900095,63073.41365706553,82930.45409172513,16.66666666625,16.66666666585107,16.66666666664893,0,0,0
CA,111000,94,2,2015,8,3,600,28600,0,0,0,0,600.0000000150001,600.0000000033334,600.0000000266667,49884.64163859049,44021.467453250734,56528.72599154656,0,0,0,0,0,0
CA,111000,95,2,2015,8,4,1400,27800,0,0,0,0,1400.00000002,1400.0000000009006,1400.0000000390994,49186.073125455914,43968.42179030349,55022.89349935746,0,0,0,0,0,0
CA,111000,96,2,2015,8,5,2700,39400,0,0,0,0,2700.0000000250016,2699.9999999843644,2700.0000000656382,82265.64884316929,71302.49491114425,94914.4484778735,0,0,0,0,0,0
CA,111000,97,2,2015,8,6,5300,32200,0,0,0,0,5300.000000035,5299.999999958644,5300.000000111356,75410.21920103487,63976.46457708455,88887.3931615318,0,0,0,0,0,0
CA,111000,98,2,2015,7,2,700,21200,0,0,0,0,700.0000000099999,699.9999999922585,700.0000000277413,42722.669835605295,38222.04385559728,47753.24220697973,0,0,0,0,0,0
CP,901,1,2,2016,5,3,943.140403507528,69792.38985955708,0,0,0,0,943.1404035311066,943.1404035085317,943.1404035536813,205951.01609982704,153550.8150897918,276233.1219651796,0,0,0,0,0,0
CP,902,1,2,2016,6,5,16033.386859627977,21377.849146170636,0,0,0,0,16033.386859682994,16033.38685947635,16033.38685988964,20840.278703779863,17291.106679538145,25117.95366835487,0,0,0,0,0,0
CP,903,1,2,2016,5,4,3929.751681281367,151531.2248302095,12,0,471.570201753764,0,3929.751681312803,3929.751681241388,3929.751681384219,423368.59917369514,303005.5836085173,591543.4581491937,11.999999999904006,11.999999999685928,12.00000000012208,0,0,0
CP,904,1,2,2016,3,1,157.19006725125467,2515.041076020075,0,0,0,0,157.1900672591142,157.19006725125467,157.19006726697367,2617.0748213621955,2081.283000448628,3290.797368321186,0,0,0,0,0,0
CP,905,1,2,2016,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,
CP,906,1,2,2016,4,1,157.19006725125467,25150.410760200746,0,0,0,0,157.1900672591142,157.19006725125467,157.19006726697367,24816.90780843134,20910.1997273122,29453.516523218106,0,0,0,0,0,0
CP,907,1,2,2016,5,1,943.140403507528,60989.746093486814,0,0,0,0,943.1404035153876,943.140403507528,943.1404035232471,59275.00102094096,51401.70992764045,68354.2580777689,0,0,0,0,0,0
CP,908,1,2,2016,5,2,4715.70201753764,134554.697567074,50,0,2357.85100876882,0,4715.70201755336,4715.702017494264,4715.702017612455,269469.21096287906,225513.22648675708,321992.890564318,49.99999999983333,49.99999999920674,50.00000000045992,0,0,0
CP,909,1,2,2016,3,3,2515.041076020075,0,18.75,,471.570201753764,0,2515.0410760515133,2515.0410760178665,2515.04107608516,0,0,0,18.74999999976562,18.74999999951478,18.750000000016463,,,
CP,910,1,2,2016,6,3,3458.1814795276027,27665.451836220822,0,0,0,0,3458.181479551182,3458.1814795205264,3458.181479581837,27331.94888457717,24850.95640357102,30060.63097522444,0,0,0,0,0,0
CP,911,1,2,2016,1,0,0,2515.041076020075,,0,0,0,0,0,0,2617.0748213621955,2081.283000448628,3290.797368321186,,,,0,0,0
CP,912,1,2,2016,7,6,6287.6026900501865,11946.445111095354,7.5,0,471.570201753764,0,6287.602690113063,6287.602690037957,6287.602690188169,11841.062987669984,11153.905489746903,12570.55412625247,7.499999999925,7.499999999835412,7.500000000014588,0,0,0
CP,913,1,2,2016,4,1,157.19006725125467,80481.3144326424,100,0,157.19006725125467,0,157.1900672591142,157.19006725125467,157.19006726697367,78795.01078193312,69019.16166059043,89955.50764085946,99.999999995,99.99999999,100,0,0,0
CP,914,1,2,2016,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,
CP,915,1,2,2016,2,0,0,2515.041076020075,,0,0,0,0,0,0,2617.0748213621955,2081.283000448628,3290.797368321186,,,,0,0,0
CP,916,1,2,2016,1,1,157.19006725125467,0,100,,157.19006725125467,0,157.1900672591142,157.19006725125467,157.19006726697367,0,0,0,99.999999995,99.99999999,100,,,
CP,917,1,2,2016,6,5,5030.08215204015,5030.08215204015,0,0,0,0,5030.082152095166,5030.0821520145855,5030.082152175746,4870.356101267252,3772.561614092987,6287.602690050188,0,0,0,0,0,0
CP,918,1,2,2016,2,0,0,73564.95147358719,,0,0,0,0,0,0,209777.92164104737,141339.683464185,311354.7117797853,,,,0,0,0
CP,919,1,2,2016,6,5,11946.445111095354,13832.725918110411,53.94736842105263,4.545454545454546,6444.792757301441,628.7602690050187,11946.445111150371,11946.445110994118,11946.445111306622,13931.41128521209,11655.28608235528,16652.03402356251,53.94736842080419,53.9473684200986,53.94736842150979,4.513256095399573,3.7758766773796357,5.394636086684196
CP,920,1,2,2016,5,3,3143.8013450250933,30180.492912240898,55,0,1729.0907397638014,0,3143.8013450565327,3143.8013450120657,3143.8013451009992,29435.50660105119,26958.636193559523,32139.94367665842,54.99999999944998,54.999999998672045,55.000000000227914,0,0,0
CP,921,1,2,2016,2,0,0,2515.041076020075,,0,0,0,0,0,0,2617.0748213621955,2081.283000448628,3290.797368321186,,,,0,0,0
CP,922,1,2,2016,2,0,0,7545.123228060224,,0,0,0,0,0,0,7487.430922629448,6286.358924841254,8917.979786297898,,,,0,0,0
CP,923,1,2,2016,3,0,0,6287.6026900501865,,0,0,0,0,0,0,6593.703926013674,5407.205848273543,8040.55415752478,,,,0,0,0
CP,924,1,2,2016,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,
CP,925,1,2,2016,2,0,0,1257.5205380100374,,0,0,0,0,0,0,1257.5205380729135,1257.520538028453,1257.5205381173735,,,,0,0,0
CP,926,1,2,2016,5,3,628.7602690050187,25150.410760200746,25,0,157.19006725125467,0,628.7602690364567,628.7602690207377,628.7602690521757,24351.08052175783,21972.499528843575,26987.14917703049,24.99999999875,24.999999998125,24.999999999375,0,0,0
CP,927,1,2,2016,2,0,0,56588.42421045168,,0,0,0,0,0,0,55235.62351157469,50539.490377215996,60368.1216795144,,,,0,0,0
CP,928,1,2,2016,2,2,943.140403507528,5030.08215204015,0,0,0,0,943.1404035311067,943.1404035127679,943.1404035494455,4870.356101267252,3772.561614092987,6287.602690050188,0,0,0,0,0,0
CP,929,1,2,2016,8,5,1414.7106052612921,37725.61614030112,0,0,0,0,1414.7106053005898,1414.710605274842,1414.7106053263376,37453.81120952766,33086.85980649734,42397.13234567735,0,0,0,0,0,0
CP,930,1,2,2016,7,5,3615.3715467788575,14461.48618711543,0,0,0,0,3615.371546826015,3615.371546769619,3615.371546882412,14346.101576222436,12368.073535345562,16640.475967993305,0,0,0,0,0,0
CP,931,1,2,2016,1,0,0,628.7602690050187,,0,0,0,0,0,0,628.7602690364567,628.7602690050187,628.7602690678947,,,,0,0,0
CP,932,1,2,2016,1,0,0,1257.5205380100374,,0,0,0,0,0,0,1257.5205380729135,1257.520538028453,1257.5205381173735,,,,0,0,0
CP,933,1,2,2016,6,6,6601.982824552696,11946.445111095354,28.571428571428573,0,1886.280807015056,0,6601.982824615571,6601.982824527905,6601.9828247032365,11943.096732886348,9952.34075883904,14332.06147452286,28.571428571156467,28.571428570777076,28.571428571535858,0,0,0
CP,934,1,2,2016,4,3,628.7602690050187,65391.06797652195,50,0,314.38013450250935,0,628.7602690285972,628.7602690128782,628.7602690443163,201811.45401281246,108863.40128758796,374118.96458363824,49.999999998125,49.999999996875,49.999999999375,0,0,0
CP,935,1,2,2016,3,3,2043.4708742663108,50300.82152040149,46.15384615384615,0,943.140403507528,0,2043.4708742977487,2043.4708742608839,2043.4708743346134,49408.69907914911,40977.08297842023,59575.23979878046,46.153846153136094,46.153846152303466,46.15384615396872,0,0,0
CP,936,1,2,2016,4,3,2986.6112777738385,26407.931298210784,0,0,0,0,2986.611277813137,2986.6112777592525,2986.6112778670213,25710.634805047113,22043.353014607004,29988.03047977614,0,0,0,0,0,0
CP,937,1,2,2016,6,3,10688.924573085318,26407.931298210784,1.4705882352941178,0,157.19006725125467,0,10688.924573116754,10688.924572967257,10688.924573266251,26503.268287134895,23685.889623353465,29655.767255086987,1.4705882352897925,1.4705882352692248,1.4705882353103605,0,0,0
CP,938,1,2,2016,1,1,157.19006725125467,628.7602690050187,0,0,0,0,157.1900672591142,157.19006725125467,157.19006726697367,628.7602690364567,628.7602690050187,628.7602690678947,0,0,0,0,0,0
CP,939,1,2,2016,4,3,1100.3304707587827,628.7602690050187,0,0,0,0,1100.3304707823609,1100.3304707561679,1100.330470808554,628.7602690364567,628.7602690050187,628.7602690678947,0,0,0,0,0,0
CP,940,1,2,2016,5,4,943.140403507528,72936.19120458217,16.666666666666668,0,157.19006725125467,0,943.1404035468255,943.1404035273822,943.1404035662689,209149.16137201097,115667.84158649399,378180.928273872,16.666666665972222,16.66666666562863,16.666666666315813,0,0,0
CP,941,1,2,2016,5,4,1886.280807015056,35210.575064281045,8.333333333333334,0,157.19006725125467,0,1886.280807054353,1886.2808070291164,1886.2808070795897,34407.896447534826,28997.449027191225,40827.844436733736,8.333333333159723,8.333333333048232,8.333333333271217,0,0,0
CP,942,1,2,2016,3,2,785.9503362562733,37725.61614030112,0,0,0,0,785.9503362719922,785.9503362517389,785.9503362922458,37779.19912274512,32090.13170249379,44476.84726221021,0,0,0,0,0,0
CP,943,1,2,2016,5,5,12732.395447351628,14461.48618711543,2.4691358024691357,0,314.38013450250935,0,12732.39544739093,12732.39544716634,12732.395447615521,14196.378012791403,11662.73220488874,17280.440392654098,2.469135802461514,2.46913580241796,2.469135802505068,0,0,0
CP,944,1,2,2016,3,2,314.38013450250935,30180.492912240898,0,0,0,0,314.3801345182284,314.38013450711327,314.38013452934337,29537.54034626756,23903.901511308664,36498.907481468246,0,0,0,0,0,0
CP,945,1,2,2016,4,3,1100.3304707587827,77337.51308761729,0,0,0,0,1100.3304707823609,1100.3304707561679,1100.330470808554,213754.5507456989,163167.49982326856,280025.1766680548,0,0,0,0,0,0
CP,946,1,2,2016,4,3,2357.85100876882,74193.7117425922,20,0,471.570201753764,0,2357.851008800259,2357.851008755968,2357.85100884455,210406.68191008383,156472.4128797141,282931.4827939917,19.999999999733323,19.999999999357634,20.000000000109015,0,0,0
CP,947,1,2,2016,5,2,1100.3304707587827,132039.65649105393,0,0,0,0,1100.3304707745015,1100.3304707596878,1100.3304707893153,267302.81191186234,230106.85058636183,310511.3692787348,0,0,0,0,0,0
CP,948,1,2,2016,4,2,2357.85100876882,24521.650491195727,0,2.5641025641025643,0,628.7602690050187,2357.851008784539,2357.851008725443,2357.851008843635,24616.98748002552,20565.50289877521,29466.630384605076,0,0,0,2.5541722743906066,2.1338044452260014,3.0573542115639922
CP,949,1,2,2016,4,1,157.19006725125467,130153.37568403887,0,0,0,0,157.1900672591142,157.19006725125467,157.19006726697367,265115.57889783836,203644.79141274132,345141.50686958554,0,0,0,0,0,0
CP,950,1,2,2016,3,1,157.19006725125467,66019.82824552697,100,0,157.19006725125467,0,157.1900672591142,157.19006725125467,157.19006726697367,202440.21428184907,134149.02281347057,305496.3763356296,99.999999995,99.99999999,100,0,0,0
CP,951,1,2,2016,2,1,314.38013450250935,42755.69829234127,50,0,157.19006725125467,0,314.38013451036886,314.38013450250935,314.3801345182284,42499.83166058133,35037.769919988335,51551.10314675965,49.99999999875,49.9999999975,50,0,0,0
CP,952,1,2,2016,3,2,20906.27894441687,164106.4302103099,75.18796992481202,0,15719.006725125468,0,20906.27894443258,20906.278944258316,20906.278944606842,298038.63320495596,199886.58654721073,444387.13180835894,75.18796992475554,75.18796992412881,75.18796992538226,0,0,0
CP,953,1,2,2016,4,3,1100.3304707587827,65391.06797652195,28.571428571428573,0,314.38013450250935,0,1100.3304707823609,1100.3304707561679,1100.330470808554,63932.88515406237,56924.91407573188,71803.6007693346,28.571428570816334,28.5714285701362,28.57142857149647,0,0,0
CP,954,1,2,2016,5,3,1886.280807015056,40869.417485326216,0,0,0,0,1886.280807054353,1886.2808070251242,1886.2808070835822,41127.067958360145,34570.555432111294,48927.062284931126,0,0,0,0,0,0
CP,955,1,2,2016,5,3,785.9503362562733,64133.54743851191,20,0,157.19006725125467,0,785.9503362877113,785.9503362700002,785.9503363054224,62937.124412230245,57764.96458910012,68572.38911954564,19.999999999200003,19.99999999874931,19.999999999650694,0,0,0
CP,956,1,2,2016,3,1,943.140403507528,74822.47201159723,0,0,0,0,943.1404035232471,943.1404034992015,943.1404035472925,211035.44217912038,166516.77850144703,267456.2783194238,0,0,0,0,0,0
CP,957,1,2,2016,4,3,44170.40889760256,103116.68411682306,0,0,0,0,44170.40889764186,44170.40889694347,44170.408898340254,238257.86177764783,171465.77437716475,331067.86998780066,0,0,0,0,0,0
CP,958,1,2,2016,4,2,12260.825245597864,165363.9507483199,0,0,0,0,12260.825245613589,12260.825245511334,12260.825245715845,436721.4469548454,311844.8291948932,611604.2479291402,0,0,0,0,0,0
CP,959,1,2,2016,3,2,1100.3304707587827,57217.1844794567,0,0,0,0,1100.3304707823613,1100.3304707613515,1100.330470803371,56325.062038267206,51294.46314164536,61849.02656752682,0,0,0,0,0,0
CP,960,1,2,2016,3,1,157.19006725125467,28294.21210522584,0,0,0,0,157.1900672591142,157.19006725125467,157.19006726697367,27549.225793941834,22114.41252908481,34319.69268220028,0,0,0,0,0,0
CP,961,1,2,2016,4,1,471.570201753764,105002.96492383812,100,0,471.570201753764,0,471.5702017616236,471.5702017537641,471.5702017694831,102820.88311815703,88743.72983884839,119131.05325182826,99.99999999833332,99.99999999666665,99.99999999999999,0,0,0
CP,962,1,2,2016,3,1,314.38013450250935,11946.445111095354,100,0,314.38013450250935,0,314.38013451036886,314.38013450250935,314.3801345182284,11943.096732886348,9952.34075883904,14332.06147452286,99.9999999975,99.999999995,100,0,0,0
CP,963,1,2,2016,3,2,1100.3304707587827,71049.91039756712,28.571428571428573,0,314.38013450250935,0,1100.3304707823615,1100.330470762087,1100.3304708026358,69217.23156176157,63818.21870741374,75073.0001888622,28.57142857081632,28.57142857028987,28.57142857134277,0,0,0
CP,964,1,2,2016,3,2,1729.0907397638014,30809.253181245916,0,0,0,0,1729.0907397795206,1729.0907397360777,1729.0907398229638,30166.300615304022,25739.07300955761,35355.02978195768,0,0,0,0,0,0
CP,965,1,2,2016,6,2,1100.3304707587827,143357.34133314426,0,0,0,0,1100.3304707745015,1100.3304707466139,1100.3304708023893,277737.63266473607,225418.52568595012,342199.8807040363,0,0,0,0,0,0
CP,966,1,2,2016,3,2,13675.535850859156,49043.300982391454,0,0,0,0,13675.535850874874,13675.535850703878,13675.535851045868,47760.744228685246,39973.67077348656,57064.77901926572,0,0,0,0,0,0
CP,1003,1,2,2016,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,
CP,1004,1,2,2016,1,1,157.19006725125467,628.7602690050187,0,0,0,0,157.1900672591142,157.19006725125467,157.19006726697367,628.7602690364567,628.7602690050187,628.7602690678947,0,0,0,0,0,0
CP,1005,1,2,2016,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,
CP,1008,1,2,2016,1,0,0,628.7602690050187,,0,0,0,0,0,0,628.7602690364567,628.7602690050187,628.7602690678947,,,,0,0,0
CP,1009,1,2,2016,1,1,471.570201753764,0,0,,0,0,471.5702017694831,471.5702017563023,471.5702017826638,0,0,0,0,0,0,,,
CP,1011,1,2,2016,2,2,1729.0907397638014,0,0,,0,0,1729.0907397795206,1729.0907397360777,1729.0907398229638,0,0,0,0,0,0,,,
CP,1018,1,2,2016,2,2,314.38013450250935,0,0,,0,0,314.3801345182284,314.38013450711327,314.38013452934337,0,0,0,0,0,0,,,
CP,1019,1,2,2016,1,1,157.19006725125467,0,100,,157.19006725125467,0,157.1900672591142,157.19006725125467,157.19006726697367,0,0,0,99.999999995,99.99999999,100,,,
CP,1022,1,2,2016,1,1,157.19006725125467,0,0,,0,0,157.1900672591142,157.19006725125467,157.19006726697367,0,0,0,0,0,0,,,
CP,1023,1,2,2016,1,1,157.19006725125467,0,0,,0,0,157.1900672591142,157.19006725125467,157.19006726697367,0,0,0,0,0,0,,,
CP,1024,1,2,2016,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,
CP,1026,1,2,2016,1,1,157.19006725125467,0,0,,0,0,157.1900672591142,157.19006725125467,157.19006726697367,0,0,0,0,0,0,,,
CP,1027,1,2,2016,1,1,314.38013450250935,0,0,,0,0,314.38013451036886,314.38013450250935,314.3801345182284,0,0,0,0,0,0,,,
CP,1028,1,2,2016,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,
CP,1029,1,2,2016,1,1,471.570201753764,0,0,,0,0,471.5702017616236,471.5702017537641,471.5702017694831,0,0,0,0,0,0,,,
CP,1032,1,2,2016,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,
CP,1035,1,2,2016,4,4,3458.1814795276027,21377.849146170636,63.63636363636363,0,2200.6609415175653,0,3458.18147957476,3458.181479528567,3458.1814796209533,20840.278703779863,17291.106679538145,25117.95366835487,63.63636363549586,63.636363634645825,63.6363636363459,0,0,0
CP,1037,1,2,2016,2,2,785.9503362562733,0,80,,628.7602690050187,0,785.9503362719922,785.9503362517389,785.9503362922458,0,0,0,79.99999999840001,79.99999999633846,80.00000000046155,,,
CP,1041,1,2,2016,1,1,314.38013450250935,0,0,,0,0,314.3801345182284,314.38013450711327,314.38013452934337,0,0,0,0,0,0,,,
CP,1044,1,2,2016,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,
CP,1046,1,2,2016,2,2,471.570201753764,0,33.333333333333336,,157.19006725125467,0,471.5702017694831,471.5702017563023,471.5702017826638,0,0,0,33.33333333222222,33.333333331290525,33.33333333315391,,,
CP,1051,1,2,2016,2,1,157.19006725125467,1886.280807015056,0,0,0,0,157.1900672591142,157.19006725125467,157.19006726697367,1988.3145523257388,1257.520538072913,3143.801345025093,0,0,0,0,0,0
CP,1052,1,2,2016,1,1,157.19006725125467,0,0,,0,0,157.1900672591142,157.19006725125467,157.19006726697367,0,0,0,0,0,0,,,
CP,1053,1,2,2016,3,3,785.9503362562733,0,0,,0,0,785.950336279852,785.9503362608193,785.9503362988847,0,0,0,0,0,0,,,
CP,1058,1,2,2016,3,3,471.570201753764,6916.3629590552055,0,0,0,0,471.5702017773426,471.57020176372953,471.5702017909557,6858.670653592992,5276.421321318303,8915.391753193911,0,0,0,0,0,0
CP,1059,1,2,2016,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,
CP,1060,1,2,2016,2,2,3929.751681281367,0,12,,471.570201753764,0,3929.751681304945,3929.751681237353,3929.751681372537,0,0,0,11.999999999928,11.9999999997216,12.000000000134401,,,
CP,1062,1,2,2016,1,1,785.9503362562733,0,100,,785.9503362562733,0,785.9503362641327,785.9503362562732,785.9503362719922,0,0,0,99.99999999900002,99.99999999800002,100.00000000000001,,,
CP,1063,1,2,2016,2,2,628.7602690050187,0,75,,471.570201753764,0,628.7602690207377,628.7602690041684,628.7602690373069,0,0,0,74.999999998125,74.99999999614857,75.00000000010142,,,
CP,1065,1,2,2016,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,
CP,1301,1,2,2016,3,2,2515.041076020075,3772.561614030112,0,0,0,0,2515.0410760515133,2515.041076035794,2515.0410760672326,3874.595359435109,3455.284825644425,4344.790648787163,0,0,0,0,0,0
CP,1302,1,2,2016,4,4,785.9503362562733,628.7602690050187,0,0,0,0,785.9503362877113,785.9503362700002,785.9503363054224,628.7602690364567,628.7602690050187,628.7602690678947,0,0,0,0,0,0
CP,1303,1,2,2016,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,
CP,1304,1,2,2016,2,1,157.19006725125467,18862.80807015056,0,0,0,0,157.1900672591142,157.19006725125467,157.19006726697367,18223.20388241767,13203.965649168269,25150.410760200735,0,0,0,0,0,0
CP,1305,1,2,2016,3,2,1100.3304707587827,9431.40403507528,0,0,0,0,1100.3304707745015,1100.3304707466139,1100.3304708023893,9326.021911524154,6916.3629591180825,12575.205380100371,0,0,0,0,0,0
CP,1306,1,2,2016,4,3,1257.5205380100374,1886.280807015056,0,0,0,0,1257.5205380493348,1257.5205380262803,1257.5205380723894,1988.3145523257388,1257.520538072913,3143.801345025093,0,0,0,0,0,0
CP,1307,1,2,2016,1,1,943.140403507528,628.7602690050187,0,0,0,0,943.1404035153876,943.140403507528,943.1404035232471,628.7602690364567,628.7602690050187,628.7602690678947,0,0,0,0,0,0
CP,1308,1,2,2016,4,4,1886.280807015056,0,0,,0,0,1886.280807054354,1886.280807025842,1886.280807082866,0,0,0,0,0,0,,,
CP,1309,1,2,2016,1,1,314.38013450250935,5030.08215204015,0,0,0,0,314.3801345182284,314.38013450711327,314.38013452934337,4870.356101267252,3772.561614092987,6287.602690050188,0,0,0,0,0,0
CP,1310,1,2,2016,2,1,157.19006725125467,628.7602690050187,0,0,0,0,157.1900672591142,157.19006725125467,157.19006726697367,628.7602690364567,628.7602690050187,628.7602690678947,0,0,0,0,0,0
CP,1311,1,2,2016,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,
CP,1312,1,2,2016,11,9,6759.172891803951,8802.643766070261,0,0,0,0,6759.172891906125,6759.172891830002,6759.172891982247,8744.951460702361,7874.03263218358,9712.199532608869,0,0,0,0,0,0
CP,1313,1,2,2016,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,
CP,1314,1,2,2016,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,
CP,1315,1,2,2016,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,
CP,1316,1,2,2016,6,5,2672.2311432713295,55959.66394144666,0,0,0,0,2672.231143326347,2672.2311432831425,2672.231143369551,54606.86324253825,48506.06305637227,61474.98529665851,0,0,0,0,0,0
CP,1317,1,2,2016,1,1,157.19006725125467,0,0,,0,0,157.1900672591142,157.19006725125467,157.19006726697367,0,0,0,0,0,0,,,
CP,1318,1,2,2016,10,9,11003.304707587828,3772.561614030112,0,0,0,0,11003.30470768214,11003.304707553987,11003.304707810292,3874.595359435109,3455.284825644425,4344.790648787163,0,0,0,0,0,0
CP,1319,1,2,2016,6,6,1571.9006725125466,628.7602690050187,0,0,0,0,1571.9006725675636,1571.9006725415663,1571.900672593561,628.7602690364567,628.7602690050187,628.7602690678947,0,0,0,0,0,0
CP,1320,1,2,2016,6,5,9431.40403507528,5658.8424210451685,0,0,0,0,9431.404035130297,9431.404035047006,9431.404035213587,5862.9099117608475,5150.341248414326,6674.065071708884,0,0,0,0,0,0
CP,1321,1,2,2016,8,4,3615.3715467788575,86768.91712269258,0,0,0,0,3615.3715468102937,3615.3715467319867,3615.3715468886016,222549.6989713759,185469.25986213906,267043.54429982044,0,0,0,0,0,0
CP,1322,1,2,2016,5,5,10060.1643040803,4401.321883035131,0,0,0,0,10060.164304135318,10060.164303991354,10060.164304279282,4605.3893736879345,3710.8294535236414,5715.598506726852,0,0,0,0,0,0
CP,1323,1,2,2016,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,
CP,1324,1,2,2016,2,0,0,2515.041076020075,,0,0,0,0,0,0,2617.0748213621955,2081.283000448628,3290.797368321186,,,,0,0,0
CP,1325,1,2,2016,2,2,314.38013450250935,0,0,,0,0,314.3801345182284,314.38013450711327,314.38013452934337,0,0,0,0,0,0,,,
CP,1326,1,2,2016,8,7,2986.6112777738385,14461.48618711543,0,0,0,0,2986.6112778288552,2986.611277789352,2986.6112778683582,14560.171554248544,12623.7606434212,16793.616551944862,0,0,0,0,0,0
CP,1327,1,2,2016,2,2,1886.280807015056,3772.561614030112,0,0,0,0,1886.2808070307751,1886.2808070067294,1886.2808070548206,3976.629104651477,2876.219639675836,5498.042923364322,0,0,0,0,0,0
CP,1328,1,2,2016,6,2,2200.6609415175653,9431.40403507528,0,0,0,0,2200.6609415490034,2200.6609415095177,2200.6609415884886,9475.745474955185,7961.561728467539,11277.906944447768,0,0,0,0,0,0
CP,1329,1,2,2016,3,2,943.140403507528,628.7602690050187,0,0,0,0,943.1404035311066,943.1404035085317,943.1404035536813,628.7602690364567,628.7602690050187,628.7602690678947,0,0,0,0,0,0
